date,condo_id,crab_id,outcome,sex,hemo_col,hemo_ri,status,shell_hardness,cw,mass,digital_ri,ca,start_end
7/22/21,WL,PBW,Molted,F,NA,5.5,M,1,NA,NA,NA,NA,end
7/19/21,WL,PBWB,Removed,F,NA,9,A,3,NA,NA,NA,NA,start
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,8.5,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,7.5,A,3,NA,NA,NA,NA,
,,,,F,NA,7,A,3,NA,NA,NA,NA,
,,,,F,NA,7.5,A,3,NA,NA,NA,NA,
,,,,F,NA,7.5,A,3,NA,NA,NA,NA,
,,,,F,NA,7.5,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,7.5,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,7,A,3,NA,NA,NA,NA,
9/2/21,WL,PBWB,Removed,F,NA,6.5,A,3,NA,NA,NA,NA,end
6/18/21,WL,PBWG,Dead,F,NA,NA,A,3,NA,NA,NA,NA,start
,,,,M,NA,7.5,A,3,NA,NA,NA,NA,
,,,,M,NA,NA,A,3,NA,NA,NA,NA,
,,,,M,NA,6,A,3,NA,NA,NA,NA,
,,,,M,NA,NA,A,3,NA,NA,NA,NA,
,,,,M,NA,6,A,3,NA,NA,NA,NA,
,,,,M,NA,NA,A,3,NA,NA,NA,NA,
,,,,M,NA,6,A,3,NA,NA,NA,NA,
,,,,M,NA,NA,A,3,NA,NA,NA,NA,
,,,,M,NA,5.5,A,3,NA,NA,NA,NA,
7/22/21,WL,PBWG,Dead,M,NA,NA,D,NA,NA,NA,NA,NA,end
6/18/21,WL,PBWR,Removed,M,NA,NA,A,3,NA,NA,NA,NA,start
,,,,M,NA,8.5,A,3,NA,NA,NA,NA,
,,,,M,NA,NA,A,3,NA,NA,NA,NA,
,,,,M,NA,3,A,3,NA,NA,NA,NA,
,,,,M,NA,NA,A,3,NA,NA,NA,NA,
,,,,M,NA,7.5,A,3,NA,NA,NA,NA,
,,,,M,NA,NA,A,3,NA,NA,NA,NA,
,,,,M,NA,6.5,A,3,NA,NA,NA,NA,
,,,,M,NA,NA,A,3,NA,NA,NA,NA,
,,,,M,NA,6,A,3,NA,NA,NA,NA,
7/22/21,WL,PBWR,Removed,M,NA,NA,A,3,NA,NA,NA,NA,end
7/15/21,WL,PBWW,Removed,F,NA,10.5,A,3,NA,NA,NA,NA,start
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,8.5,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,7.5,A,3,NA,NA,NA,NA,
,,,,F,NA,7,A,3,NA,NA,NA,NA,
,,,,F,NA,7,A,3,NA,NA,NA,NA,
,,,,F,NA,7,A,3,NA,NA,NA,NA,
,,,,F,NA,6.5,A,3,NA,NA,NA,NA,
8/26/21,WL,PBWW,Removed,F,NA,6.5,A,3,NA,NA,NA,NA,end
7/19/21,WL,PBWY,Dead,F,NA,8,A,3,NA,NA,NA,NA,start
,,,,F,NA,7,A,3,NA,NA,NA,NA,
,,,,F,NA,7,A,3,NA,NA,NA,NA,
,,,,F,NA,6.5,A,3,NA,NA,NA,NA,
,,,,F,NA,6,A,3,NA,NA,NA,NA,
,,,,F,NA,5,A,3,NA,NA,NA,NA,
,,,,F,NA,4.5,A,3,NA,NA,NA,NA,
,,,,F,NA,4.5,A,3,NA,NA,NA,NA,
8/16/21,WL,PBWY,Dead,F,NA,NA,D,3,NA,NA,NA,NA,end
7/12/21,WL,PBY,Dead,F,NA,8,A,3,NA,NA,NA,NA,start
,,,,F,NA,7,A,3,NA,NA,NA,NA,
,,,,F,NA,5,A,3,NA,NA,NA,NA,
,,,,F,NA,5,A,3,NA,NA,NA,NA,
,,,,F,NA,5.5,A,3,NA,NA,NA,NA,
,,,,F,NA,5.5,A,3,NA,NA,NA,NA,
8/2/21,WL,PBY,Dead,F,NA,NA,D,NA,NA,NA,NA,NA,end
7/12/21,WL,PBYB,Dead,F,NA,7.6,A,3,NA,NA,NA,NA,start
,,,,F,NA,6,A,3,NA,NA,NA,NA,
,,,,F,NA,6.5,A,3,NA,NA,NA,NA,
,,,,F,NA,7,A,3,NA,NA,NA,NA,
,,,,F,NA,6.5,A,3,NA,NA,NA,NA,
,,,,F,NA,5.5,A,3,NA,NA,NA,NA,
,,,,F,NA,6,A,3,NA,NA,NA,NA,
,,,,F,NA,5.5,A,3,NA,NA,NA,NA,
,,,,F,NA,NA,A,3,NA,NA,NA,NA,
,,,,F,NA,6,A,3,NA,NA,NA,NA,
8/16/21,WL,PBYB,Dead,F,NA,NA,D,3,NA,NA,NA,NA,end
7/22/21,WL,PBYK,Removed,F,NA,9.5,A,3,NA,NA,NA,NA,start
,,,,F,NA,9,A,3,NA,NA,NA,NA,
,,,,F,NA,9,A,3,NA,NA,NA,NA,
,,,,F,NA,8.5,A,3,NA,NA,NA,NA,
,,,,F,NA,5,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,7.5,A,3,NA,NA,NA,NA,
,,,,F,NA,7.5,A,3,NA,NA,NA,NA,
,,,,F,NA,7,A,3,NA,NA,NA,NA,
9/2/21,WL,PBYK,Removed,F,NA,7,A,3,NA,NA,NA,NA,end
7/22/21,WL,PBYR,Missing,F,NA,13,A,3,NA,NA,NA,NA,start
7/26/21,WL,PBYR,Missing,F,NA,NA,M/MIA,NA,NA,NA,NA,NA,end
7/15/21,WL,PBYW,Molted,F,NA,10,A,3,NA,NA,NA,NA,start
,,,,F,NA,9,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
,,,,F,NA,8,A,3,NA,NA,NA,NA,
8/2/21,WL,PBYW,Molted,F,NA,5,M,1,NA,NA,NA,NA,end
6/24/21,WL,PBYY,Molted,M,NA,NA,A,3,NA,NA,NA,NA,start
6/28/21,WL,PBYY,Molted,M,NA,7,M,2,NA,NA,NA,NA,end
7/15/21,WL,PGG,Removed,F,NA,8,A,3,NA,NA,NA,NA,start
,,,,F,NA,7,A,3,NA,NA,NA,NA,
,,,,F,NA,7,A,3,NA,NA,NA,NA,
,,,,F,NA,7.5,A,3,NA,NA,NA,NA,
,,,,F,NA,6,A,3,NA,NA,NA,NA,
,,,,F,NA,6,A,3,NA,NA,NA,NA,
,,,,F,NA,5.5,A,3,NA,NA,NA,NA,
,,,,F,NA,6,A,3,NA,NA,NA,NA,
,,,,F,NA,5.5,A,3,NA,NA,NA,NA,
,,,,F,NA,6,A,3,NA,NA,NA,NA,
,,,,F,NA,5,A,3,NA,NA,NA,NA,
8/26/21,WL,PGG,Removed,F,NA,5,A,3,NA,NA,NA,NA,end
6/18/21,WL,PGR,Removed,M,NA,NA,A,3,NA,NA,NA,NA,start
,,,,M,NA,9.5,A,3,NA,NA,NA,NA,
,,,,M,NA,NA,A,3,NA,NA,NA,NA,
,,,,M,NA,8,A,3,NA,NA,NA,NA,
,,,,M,NA,NA,A,3,NA,NA,NA,NA,
,,,,M,NA,8,A,3,NA,NA,NA,NA,
,,,,M,NA,NA,A,3,NA,NA,NA,NA,
,,,,M,NA,7,A,3,NA,NA,NA,NA,
,,,,M,NA,NA,A,3,NA,NA,NA,NA,
,,,,M,NA,7,A,3,NA,NA,NA,NA,
7/22/21,WL,PGR,Removed,M,NA,NA,A,3,NA,NA,NA,NA,end
8/22/22,WL,UBBG,Removed,F,3,7,A,3,NA,NA,NA,NA,start
,,,,F,3,8,A,3,NA,NA,NA,NA,
,,,,F,3,8.5,A,3,NA,NA,NA,NA,
,,,,F,3,8,A,3,NA,NA,NA,NA,
,,,,F,3,4,A,3,NA,NA,NA,NA,
,,,,F,2,6,A,3,NA,NA,NA,NA,
,,,,F,1,4.5,A,3,NA,NA,NA,NA,
,,,,F,4,6.5,A,3,NA,NA,NA,NA,
,,,,F,3,3.5,A,3,NA,NA,NA,NA,
9/22/22,WL,UBBG,Removed,F,3,5.5,A,3,NA,NA,NA,NA,end
8/22/22,WL,UBBR,Dead,F,3,9.5,A,3,NA,NA,NA,NA,start
,,,,F,1,9,A,3,NA,NA,NA,NA,
,,,,F,1,6,A,3,NA,NA,NA,NA,
,,,,F,2,8,A,3,NA,NA,NA,NA,
,,,,F,4,3,A,3,NA,NA,NA,NA,
9/9/22,WL,UBBR,Dead,F,N/A,N/A,D,3,NA,NA,NA,NA,end
8/22/22,WL,UBGK,Removed,F,2,6.5,A,3,NA,NA,NA,NA,start
,,,,F,3,7,A,3,NA,NA,NA,NA,
,,,,F,2,6,A,3,NA,NA,NA,NA,
,,,,F,2,6,A,3,NA,NA,NA,NA,
,,,,F,2,5,A,3,NA,NA,NA,NA,
,,,,F,2,5,A,3,NA,NA,NA,NA,
,,,,F,3,4.5,A,3,NA,NA,NA,NA,
,,,,F,2,5,A,3,NA,NA,NA,NA,
,,,,F,1,4.5,A,3,NA,NA,NA,NA,
9/22/22,WL,UBGK,Removed,F,2,5,A,3,NA,NA,NA,NA,end
8/22/22,WL,UBGY,Removed,F,1,7,A,3,NA,NA,NA,NA,start
,,,,F,2,7,A,3,NA,NA,NA,NA,
,,,,F,2,7,A,3,NA,NA,NA,NA,
,,,,F,2,5,A,3,NA,NA,NA,NA,
,,,,F,2,7,A,3,NA,NA,NA,NA,
,,,,F,2,4.5,A,3,NA,NA,NA,NA,
,,,,F,2,5,A,3,NA,NA,NA,NA,
,,,,F,1,6,A,3,NA,NA,NA,NA,
,,,,F,2,6,A,3,NA,NA,NA,NA,
9/22/22,WL,UBGY,Removed,F,2,6,A,3,NA,NA,NA,NA,end
8/22/22,WL,UBKK,Removed,F,1,4,A,3,NA,NA,NA,NA,start
,,,,F,3,8,A,3,NA,NA,NA,NA,
,,,,F,3,6.5,A,3,NA,NA,NA,NA,
,,,,F,2,9,A,3,NA,NA,NA,NA,
,,,,F,2,7,A,3,NA,NA,NA,NA,
,,,,F,1,5.5,A,3,NA,NA,NA,NA,
,,,,F,2,7.5,A,3,NA,NA,NA,NA,
,,,,F,2,4,A,3,NA,NA,NA,NA,
,,,,F,3,5,A,3,NA,NA,NA,NA,
9/22/22,WL,UBKK,Removed,F,5,6.5,A,3,NA,NA,NA,NA,end
8/22/22,WL,UBRB,Removed,F,2,3,A,3,NA,NA,NA,NA,start
,,,,F,1,3,A,3,NA,NA,NA,NA,
,,,,F,2,4.5,A,3,NA,NA,NA,NA,
,,,,F,1,9,A,3,NA,NA,NA,NA,
,,,,F,2,7,A,3,NA,NA,NA,NA,
,,,,F,1,7,A,3,NA,NA,NA,NA,
,,,,F,2,6.5,A,3,NA,NA,NA,NA,
,,,,F,2,4,A,3,NA,NA,NA,NA,
9/22/22,WL,UBRB,Removed,F,1,4,A,3,NA,NA,NA,NA,end
8/22/22,WL,UBW,Dead,F,3,4,A,3,NA,NA,NA,NA,start
,,,,F,2,3.5,A,3,NA,NA,NA,NA,
,,,,F,2,3,A,3,NA,NA,NA,NA,
,,,,F,3,8.5,A,3,NA,NA,NA,NA,
,,,,F,1,3.5,A,3,NA,NA,NA,NA,
,,,,F,3,5,A,3,NA,NA,NA,NA,
,,,,F,2,6,A,3,NA,NA,NA,NA,
,,,,F,2,4,A,3,NA,NA,NA,NA,
9/19/22,WL,UBW,Dead,F,3,5,A,3,NA,NA,NA,NA,end
8/1/22,WL,UBYB,Removed,F,3,4,A,3,NA,NA,NA,NA,start
,,,,F,3,4,A,3,NA,NA,NA,NA,
,,,,F,N/A,N/A,D,3,NA,NA,NA,NA,
,,,,F,2,6.5,A,3,NA,NA,NA,NA,
,,,,F,2,10,A,3,NA,NA,NA,NA,
8/18/22,WL,UBYB,Removed,F,1,8,A,3,NA,NA,NA,NA,end
8/22/22,WL,UBYG,Dead,F,1,5,A,3,NA,NA,NA,NA,start
,,,,F,3,8,A,3,NA,NA,NA,NA,
,,,,F,1,N/A,A,3,NA,NA,NA,NA,
,,,,F,2,5.5,A,3,NA,NA,NA,NA,
,,,,F,1,10.9,A,3,NA,NA,NA,NA,
,,,,F,2,7,A,3,NA,NA,NA,NA,
,,,,F,2,8,A,3,NA,NA,NA,NA,
,,,,F,2,7,A,3,NA,NA,NA,NA,
9/19/22,WL,UBYG,Dead,F,2,6,A,3,NA,NA,NA,NA,end
8/22/22,WL,UBYK,Dead,F,2,5.5,A,3,NA,NA,NA,NA,start
8/26/22,WL,UBYK,Dead,F,4,6.5,A,3,NA,NA,NA,NA,end
,,,,F,3,6.5,A,3,NA,NA,NA,NA,
,,,,F,N/A,N/A,D,3,NA,NA,NA,NA,
,,,,F,3,7,A,3,NA,NA,NA,NA,
,,,,F,3,6.5,A,3,NA,NA,NA,NA,
,,,,F,1,5.5,A,3,NA,NA,NA,NA,
,,,,F,3,6,A,3,NA,NA,NA,NA,
,,,,F,2,6,A,3,NA,NA,NA,NA,
9/9/22,WL,UBYK,Dead,F,1,4,A,3,NA,NA,NA,NA,end
8/22/22,WL,UBYW,Removed,F,3,8,A,3,NA,NA,NA,NA,start
,,,,F,2,7.5,A,3,NA,NA,NA,NA,
,,,,F,3,7,A,3,NA,NA,NA,NA,
,,,,F,3,8,A,3,NA,NA,NA,NA,
,,,,F,3,4,A,3,NA,NA,NA,NA,
,,,,F,3,7,A,3,NA,NA,NA,NA,
,,,,F,3,6,A,3,NA,NA,NA,NA,
,,,,F,2,7,A,3,NA,NA,NA,NA,
,,,,F,2,5.5,A,3,NA,NA,NA,NA,
9/22/22,WL,UBYW,Removed,F,1,6,A,3,NA,NA,NA,NA,end
8/29/22,WL,UGBY,Missing,F,2,6,A,3,NA,NA,NA,NA,start
,,,,F,1,7,A,3,NA,NA,NA,NA,
,,,,F,3,7,A,3,NA,NA,NA,NA,
,,,,F,1,5,A,3,NA,NA,NA,NA,
,,,,F,1,4.5,A,3,NA,NA,NA,NA,
,,,,F,1,4.5,A,3,NA,NA,NA,NA,
,,,,F,1,5.5,A,3,NA,NA,NA,NA,
,,,,F,2,5.5,A,3,NA,NA,NA,NA,
,,,,F,3,5.5,A,3,NA,NA,NA,NA,
9/19/22,WL,UGBY,Missing,F,3,9,A,3,NA,NA,NA,NA,end
8/22/22,WL,UGWG,Dead,F,2,8.5,A,3,NA,NA,NA,NA,start
,,,,F,1,6,A,3,NA,NA,NA,NA,
,,,,F,1,4.5,A,3,NA,NA,NA,NA,
,,,,F,2,6,A,3,NA,NA,NA,NA,
,,,,F,3,5,A,3,NA,NA,NA,NA,
,,,,F,3,6,A,3,NA,NA,NA,NA,
,,,,F,3,5.5,A,3,NA,NA,NA,NA,
,,,,F,3,5.5,A,3,NA,NA,NA,NA,
,,,,F,N/A,N/A,M,1,NA,NA,NA,NA,
9/22/22,WL,UGWG,Dead,F,3,8.5,A,3,NA,NA,NA,NA,end
,,,,F,2,7.5,A,3,NA,NA,NA,NA,
8/22/22,WL,UGWW,Removed,F,1,8,A,3,NA,NA,NA,NA,start
,,,,F,2,8,A,3,NA,NA,NA,NA,
,,,,F,3,6,A,3,NA,NA,NA,NA,
,,,,F,3,4,A,3,NA,NA,NA,NA,
,,,,F,1,5,A,3,NA,NA,NA,NA,
,,,,F,2,4,A,3,NA,NA,NA,NA,
,,,,F,3,5,A,3,NA,NA,NA,NA,
,,,,F,3,10,A,3,NA,NA,NA,NA,
9/22/22,WL,UGWW,Removed,F,3,4,A,3,NA,NA,NA,NA,end
8/22/22,WL,UGYK,Molted,F,3,8,A,3,NA,NA,NA,NA,start
,,,,F,3,8,A,3,NA,NA,NA,NA,
,,,,F,3,7.5,A,3,NA,NA,NA,NA,
,,,,F,N/A,N/A,M,NA,NA,NA,NA,NA,
9/6/22,WL,UGYK,Molted,F,3,2,M,2,54,39.8,NA,NA,end
8/22/22,WL,UGYR,Molted,F,1,6,A,3,NA,NA,NA,NA,start
8/26/22,WL,UGYR,Molted,F,2,5,A,3,NA,NA,NA,NA,end
8/22/22,WL,UGYY,Removed,F,1,4,A,3,NA,NA,NA,NA,start
,,,,F,2,6.5,A,3,NA,NA,NA,NA,
,,,,F,1,3,A,3,NA,NA,NA,NA,
,,,,F,1,4,A,3,NA,NA,NA,NA,
,,,,F,1,5.5,A,3,NA,NA,NA,NA,
,,,,F,2,5,A,3,NA,NA,NA,NA,
,,,,F,1,3,A,3,NA,NA,NA,NA,
,,,,F,1,3,A,3,NA,NA,NA,NA,
,,,,F,2,4.5,A,3,NA,NA,NA,NA,
9/22/22,WL,UGYY,Removed,F,1,5.5,A,3,NA,NA,NA,NA,end
8/29/22,WL,URBK,Dead,F,2,5,A,3,NA,NA,NA,NA,start
,,,,F,3,6,A,3,NA,NA,NA,NA,
,,,,F,N/A,N/A,D,3,NA,NA,NA,NA,
,,,,F,2,4,A,3,NA,NA,NA,NA,
9/15/22,WL,URBK,Dead,F,3,6.5,A,3,NA,NA,NA,NA,end
,,,,F,1,4.5,A,3,NA,NA,NA,NA,
,,,,F,2,6.5,A,3,NA,NA,NA,NA,
,,,,F,1,6.5,A,3,NA,NA,NA,NA,
8/22/22,WL,UYBK,Removed,F,2,5.5,A,3,NA,NA,NA,NA,start
,,,,F,3,5,A,3,NA,NA,NA,NA,
,,,,F,3,4,A,3,NA,NA,NA,NA,
,,,,F,2,4.5,A,3,NA,NA,NA,NA,
,,,,F,1,3,A,3,NA,NA,NA,NA,
,,,,F,2,4.5,A,3,NA,NA,NA,NA,
,,,,F,4,8,A,3,NA,NA,NA,NA,
,,,,F,2,8.5,A,3,NA,NA,NA,NA,
,,,,F,4,10,A,3,NA,NA,NA,NA,
9/22/22,WL,UYBK,Removed,F,4,11,A,3,NA,NA,NA,NA,end
8/22/22,WL,UYGR,Removed,F,4,9.5,A,3,NA,NA,NA,NA,start
,,,,F,5,10.5,A,3,NA,NA,NA,NA,
,,,,F,3,3,A,3,NA,NA,NA,NA,
,,,,F,4,9,A,3,NA,NA,NA,NA,
,,,,F,1,6,A,3,NA,NA,NA,NA,
,,,,F,4,8.5,A,3,NA,NA,NA,NA,
,,,,F,4,8.5,A,3,NA,NA,NA,NA,
,,,,F,5,7,A,3,NA,NA,NA,NA,
,,,,F,4,7.5,A,3,NA,NA,NA,NA,
9/22/22,WL,UYGR,Removed,F,4,8,A,3,NA,NA,NA,NA,end
8/22/22,WL,UYK,Dead,F,3,7.5,A,3,NA,NA,NA,NA,start
,,,,F,2,7,A,3,NA,NA,NA,NA,
,,,,F,4,5.5,A,3,NA,NA,NA,NA,
,,,,F,4,7,A,3,NA,NA,NA,NA,
,,,,F,3,5.5,A,3,NA,NA,NA,NA,
,,,,F,3,4,A,3,NA,NA,NA,NA,
,,,,F,3,7,A,3,NA,NA,NA,NA,
9/19/22,WL,UYK,Dead,F,N/A,N/A,D,3,NA,NA,NA,NA,end
8/22/22,WL,UYKR,Removed,F,1,4.5,A,3,NA,NA,NA,NA,start
,,,,F,3,8,A,3,NA,NA,NA,NA,
,,,,F,2,7,A,3,NA,NA,NA,NA,
,,,,F,2,7.5,A,3,NA,NA,NA,NA,
,,,,F,2,7,A,3,NA,NA,NA,NA,
,,,,F,1,3,A,3,NA,NA,NA,NA,
,,,,F,2,7,A,3,NA,NA,NA,NA,
,,,,F,1,5.5,A,3,NA,NA,NA,NA,
,,,,F,3,5,A,3,NA,NA,NA,NA,
9/22/22,WL,UYKR,Removed,F,3,3,A,3,NA,NA,NA,NA,end
,,,,F,1,4.5,A,3,NA,NA,NA,NA,
8/22/22,WL,UYKY,Removed,F,1,3,A,3,NA,NA,NA,NA,start
,,,,F,3,8,A,3,NA,NA,NA,NA,
,,,,F,2,6,A,3,NA,NA,NA,NA,
,,,,F,1,5,A,3,NA,NA,NA,NA,
,,,,F,2,5.5,A,3,NA,NA,NA,NA,
,,,,F,2,2.5,A,3,NA,NA,NA,NA,
,,,,F,2,4.5,A,3,NA,NA,NA,NA,
,,,,F,2,4.5,A,3,NA,NA,NA,NA,
9/22/22,WL,UYKY,Removed,F,2,4,A,3,NA,NA,NA,NA,end
8/22/22,WL,UYR,Dead,F,2,4.5,A,3,NA,NA,NA,NA,start
,,,,F,2,6,A,3,NA,NA,NA,NA,
,,,,F,1,3.5,A,3,NA,NA,NA,NA,
,,,,F,4,7,A,3,NA,NA,NA,NA,
,,,,F,4,5.5,A,3,NA,NA,NA,NA,
,,,,F,5,8.5,A,3,NA,NA,NA,NA,
9/12/22,WL,UYR,Dead,F,4,4,A,3,NA,NA,NA,NA,end
8/22/22,WL,UYRY,Dead,F,4,4.5,A,3,NA,NA,NA,NA,start
,,,,F,N/A,N/A,D,3,NA,NA,NA,NA,
,,,,F,3,7,A,3,NA,NA,NA,NA,
,,,,F,2,7,A,3,NA,NA,NA,NA,
,,,,F,3,5.5,A,3,NA,NA,NA,NA,
,,,,F,5,7,A,3,NA,NA,NA,NA,
9/12/22,WL,UYRY,Dead,F,N/A,N/A,D,3,NA,NA,NA,NA,end
