date,time,condo_id,crab_id,outcome,sex,hemo_col,hemo_ri,status,shell_hardness,black_light_fluorescence,photo_id,fed,post_molt_cw_mm,post_molt_mass_g,digital_ri,ca,notes_observations,period
8/16/21,15:30,WL,PBBK,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/23/21,9:40,WL,PBBK,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/30/21,9:23,WL,PBBK,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,in same cell as P-BRG2,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/12/21,14:55,WL,PBBY,Removed,F,NA,7.5,A,3,L,NA,N,NA,NA,NA,NA,NA,FALSE
7/19/21,10:26,WL,PBBY,Removed,F,NA,7,A,3,L,NA,N,NA,NA,NA,NA,NA,FALSE
7/29/21,9:25,WL,PBBY,Removed,F,NA,6.5,A,3,NA,101-0190,N,NA,NA,NA,NA,NA,FALSE
8/6/21,9:18,WL,PBBY,Removed,F,NA,5.5,A,3,NA,101-0219,N,NA,NA,NA,NA,NA,FALSE
8/12/21,9:32,WL,PBBY,Removed,F,NA,5,A,3,NA,101-0011,N,NA,NA,NA,NA,NA,FALSE
8/19/21,8:12,WL,PBBY,Removed,F,NA,4.5,A,3,NA,101-0065,N,NA,NA,NA,NA,,FALSE
7/15/21,9:40,WL,PBGG,Removed,F,NA,10.5,A,3,L,101-0118,N,NA,NA,NA,NA,NA,FALSE
7/22/21,8:50,WL,PBGG,Removed,F,NA,8,A,3,L,101-0146,N,NA,NA,NA,NA,Barely fluorescing, just tips ,FALSE
7/29/21,9:25,WL,PBGG,Removed,F,NA,8,A,3,NA,101-0204,N,NA,NA,NA,NA,NA,FALSE
8/6/21,9:18,WL,PBGG,Removed,F,NA,12,A,3,NA,10:08,N,NA,NA,NA,NA,NA,FALSE
8/12/21,9:32,WL,PBGG,Removed,F,NA,12,A,3,NA,101-0024,N,NA,NA,NA,NA,NA,FALSE
8/19/21,8:12,WL,PBGG,Removed,F,NA,11,A,3,NA,101-0074,N,NA,NA,NA,NA,bright orange blood,FALSE
8/26/21,9:35,WL,PBGG,Removed,F,NA,10.5,A,3,NA,101-0093,N,NA,NA,NA,NA,6-week mark but not released b/c orange blood and high RI,FALSE
9/2/21,10:15,WL,PBGG,Removed,F,NA,8.5,A,3,NA,101-0015,N,NA,NA,NA,NA,,FALSE
6/28/21,10:12,WL,PBGW,Removed,M,NA,7,A,3,L,NA,N,NA,NA,NA,NA,NA,FALSE
7/5/21,8:58,WL,PBGW,Removed,M,NA,6.5,A,3,L,NA,N,NA,NA,NA,NA,NA,FALSE
7/12/21,14:55,WL,PBGW,Removed,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,NA,FALSE
7/19/21,10:26,WL,PBGW,Removed,M,NA,5.5,A,3,L,NA,N,NA,NA,NA,NA,NA,FALSE
7/15/21,9:40,WL,PBGY,Removed,F,NA,13,A,3,L,101-0122,N,NA,NA,NA,NA,NA,FALSE
7/22/21,8:50,WL,PBGY,Removed,F,NA,9,A,3,L,101-0142,N,NA,NA,NA,NA,Barely fluorescing ,FALSE
8/2/21,10:45,WL,PBGY,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/9/21,9:31,WL,PBGY,Removed,F,NA,11,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/16/21,15:30,WL,PBGY,Removed,F,NA,12.5,A,3,NA,NA,N,NA,NA,NA,NA,orange blood,FALSE
8/23/21,9:40,WL,PBGY,Removed,F,NA,10,A,3,NA,NA,N,NA,NA,NA,NA,bright orange blood,FALSE
8/30/21,9:23,WL,PBGY,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,orange blood,FALSE
7/19/21,10:26,WL,PBRB,Removed,F,NA,8,A,3,L,NA,N,NA,NA,NA,NA,Just tips fluorescing,FALSE
7/26/21,11:21,WL,PBRB,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/2/21,10:45,WL,PBRB,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/9/21,9:31,WL,PBRB,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/16/21,15:30,WL,PBRB,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/23/21,9:40,WL,PBRB,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/30/21,9:23,WL,PBRB,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
7/22/21,8:50,WL,PBRG,Molted,F,NA,6,M,1,L,101-0139,N,NA,NA,NA,NA,Barely fluorescing ,TRUE
6/21/21,9:36,WL,PBRK,Removed,M,NA,8.5,A,3,X,NA,N,NA,NA,NA,NA,NA,FALSE
6/28/21,10:12,WL,PBRK,Removed,M,NA,10,A,3,X,NA,N,NA,NA,NA,NA,NA,FALSE
7/5/21,8:58,WL,PBRK,Removed,M,NA,9,A,3,L,NA,N,NA,NA,NA,NA,Just the tips of legs fluorescing,FALSE
7/12/21,14:55,WL,PBRK,Removed,M,NA,8,A,3,L,NA,N,NA,NA,NA,NA,NA,FALSE
7/19/21,10:26,WL,PBRK,Removed,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,Just tips fluorescing,FALSE
7/19/21,10:26,WL,PBW,Molted,F,NA,9.5,A,3,L,NA,N,NA,NA,NA,NA,Barely tips fluorescing,TRUE
7/22/21,8:50,WL,PBWB,Removed,F,NA,8,A,3,L,101-0136,N,NA,NA,NA,NA,NA,FALSE
7/29/21,9:25,WL,PBWB,Removed,F,NA,8,A,3,NA,101-0194,N,NA,NA,NA,NA,NA,FALSE
8/6/21,9:18,WL,PBWB,Removed,F,NA,7,A,3,NA,9:50,N,NA,NA,NA,NA,Camera died, all on Iphone,FALSE
8/12/21,9:32,WL,PBWB,Removed,F,NA,7.5,A,3,NA,101-0015,N,NA,NA,NA,NA,NA,FALSE
8/19/21,8:12,WL,PBWB,Removed,F,NA,8,A,3,NA,101-0067,N,NA,NA,NA,NA,,FALSE
8/26/21,9:35,WL,PBWB,Removed,F,NA,8,A,3,NA,101-0085,N,NA,NA,NA,NA,,FALSE
9/2/21,10:15,WL,PBWB,Removed,F,NA,6.5,A,3,NA,101-0008,N,NA,NA,NA,NA,,FALSE
6/18/21,10:38,WL,PBWR,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA,FALSE
6/24/21,10:05,WL,PBWR,Removed,M,NA,NA,A,3,L,101-0010,N,NA,NA,NA,NA,NA,FALSE
7/1/21,10:16,WL,PBWR,Removed,M,NA,NA,A,3,L,101-0039,N,NA,NA,NA,NA,Obvious fluorescence,FALSE
7/8/21,9:32,WL,PBWR,Removed,M,NA,NA,A,3,L,101-0068,N,NA,NA,NA,NA,NA,FALSE
7/15/21,9:40,WL,PBWR,Removed,M,NA,NA,A,3,L,101-0105,N,NA,NA,NA,NA,Just tips fluorescing,FALSE
7/22/21,8:50,WL,PBWR,Removed,M,NA,NA,A,3,L,101-0130,N,NA,NA,NA,NA,Barely fluorescing,FALSE
7/19/21,10:26,WL,PBWW,Removed,F,NA,8,A,3,L,NA,N,NA,NA,NA,NA,Obvious fluorescence,FALSE
7/26/21,11:21,WL,PBWW,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/2/21,10:45,WL,PBWW,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/9/21,9:31,WL,PBWW,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/16/21,15:30,WL,PBWW,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/23/21,9:40,WL,PBWW,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
7/26/21,11:21,WL,PBYK,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,Light orange blood,FALSE
8/2/21,10:45,WL,PBYK,Removed,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/9/21,9:31,WL,PBYK,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/16/21,15:30,WL,PBYK,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/23/21,9:40,WL,PBYK,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/30/21,9:23,WL,PBYK,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
7/19/21,10:26,WL,PBYW,Molted,F,NA,9,A,3,L,NA,N,NA,NA,NA,NA,NA,TRUE
7/26/21,11:21,WL,PBYW,Molted,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA,TRUE
8/2/21,10:45,WL,PBYW,Molted,F,NA,5,M,1,NA,NA,N,NA,NA,NA,NA,NA,TRUE
6/28/21,10:55,WL,PBYY,Molted,M,NA,7,M,2,L,V,NA,N,NA,NA,NA,NA,NA,TRUE
7/15/21,9:40,WL,PGG,Removed,F,NA,8,A,3,L,101-0120,N,NA,NA,NA,NA,NA,FALSE
7/26/21,11:21,WL,PGG,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/2/21,10:45,WL,PGG,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/9/21,9:31,WL,PGG,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/16/21,15:30,WL,PGG,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/23/21,9:40,WL,PGG,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
6/18/21,10:38,WL,PGR,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA,FALSE
6/24/21,10:05,WL,PGR,Removed,M,NA,NA,A,3,L,101-0006,N,NA,NA,NA,NA,Very milky & lots of shadows,FALSE
7/1/21,10:16,WL,PGR,Removed,M,NA,NA,A,3,L,101-0036,N,NA,NA,NA,NA,Apron cracked,FALSE
7/8/21,9:32,WL,PGR,Removed,M,NA,NA,A,3,L,101-0064,N,NA,NA,NA,NA,NA,FALSE
7/15/21,9:40,WL,PGR,Removed,M,NA,NA,A,3,L,101-0103,N,NA,NA,NA,NA,NA,FALSE
7/22/21,8:50,WL,PGR,Removed,M,NA,NA,A,3,L,101-0127,N,NA,NA,NA,NA,Barely fluorescing ,FALSE
8/26/22,11:30,WL,UBBG,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/1/22,10:40,WL,UBBG,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/9/22,10:15,WL,UBBG,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/15/22,9:55,WL,UBBG,Removed,F,4,6.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/22/22,10:40,WL,UBBG,Removed,F,3,5.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/26/22,11:30,WL,UBGK,Removed,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/1/22,10:40,WL,UBGK,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/9/22,10:15,WL,UBGK,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/15/22,9:55,WL,UBGK,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/22/22,10:40,WL,UBGK,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/26/22,10:00,WL,UBGY,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/6/22,11:00,WL,UBGY,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/12/22,9:33,WL,UBGY,Removed,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/19/22,9:21,WL,UBGY,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/22/22,10:23,WL,UBKK,Removed,F,2,9,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/29/22,8:25,WL,UBKK,Removed,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/6/22,11:40,WL,UBKK,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/12/22,9:33,WL,UBKK,Removed,F,5,6.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/19/22,9:21,WL,UBKK,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/22/22,10:23,WL,UBRB,Removed,F,1,9,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/29/22,8:25,WL,UBRB,Removed,F,1,7,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/9/22,9:30,WL,UBRB,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/15/22,9:55,WL,UBRB,Removed,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/22/22,10:40,WL,UBRB,Removed,F,2,3,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/15/22,9:55,WL,UGWW,Removed,F,2,6.5,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UBWW,FALSE
8/3/22,8:27,WL,UBYB,Removed,F,1,8,A,3,NA,NA,N,NA,NA,NA,NA,,TRUE
8/12/22,9:05,WL,UBYB,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,,TRUE
8/18/22,9:50,WL,UBYB,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,,TRUE
8/22/22,10:23,WL,UBYW,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/29/22,8:25,WL,UBYW,Removed,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/6/22,11:00,WL,UBYW,Removed,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/12/22,9:33,WL,UBYW,Removed,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/19/22,9:21,WL,UBYW,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/26/22,11:30,WL,UGWW,Removed,F,2,7.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/1/22,10:40,WL,UGWW,Removed,F,2,8,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/9/22,10:15,WL,UGWW,Removed,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/19/22,9:21,WL,UGWW,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/26/22,10:00,WL,UGYK,Molted,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,,TRUE
9/1/22,10:40,WL,UGYK,Molted,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,,TRUE
8/26/22,11:30,WL,UGYR,Molted,F,NA,NA,M,NA,NA,NA,N,NA,NA,NA,NA,Molted but body is missing; shell hardness originally entered as 1 to 2,TRUE
8/26/22,11:30,WL,UGYY,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/1/22,10:40,WL,UGYY,Removed,F,2,6.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/9/22,10:15,WL,UGYY,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/15/22,9:55,WL,UGYY,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/22/22,10:40,WL,UGYY,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/26/22,10:00,WL,UYBK,Removed,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/1/22,10:40,WL,UYBK,Removed,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/9/22,9:30,WL,UYBK,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/15/22,9:55,WL,UYBK,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/22/22,10:40,WL,UYBK,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/26/22,10:00,WL,UYGR,Removed,F,4,11,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/1/22,10:40,WL,UYGR,Removed,F,5,10.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/9/22,9:30,WL,UYGR,Removed,F,4,9,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/15/22,9:55,WL,UYGR,Removed,F,4,8.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/22/22,10:40,WL,UYGR,Removed,F,5,7,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/22/22,10:23,WL,UYKR,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/29/22,8:25,WL,UYKR,Removed,F,2,7.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/6/22,11:40,WL,UYKR,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/12/22,9:33,WL,UYKR,Removed,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/19/22,9:21,WL,UYKR,Removed,F,3,3,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/19/22,9:21,WL,UYKY,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UYKW,FALSE
8/26/22,11:30,WL,UYKY,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/1/22,10:40,WL,UYKY,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/9/22,10:15,WL,UYKY,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/15/22,9:55,WL,UYKY,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/26/22,11:30,WL,UYW,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/1/22,10:40,WL,UYW,Removed,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/9/22,10:15,WL,UYW,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/15/22,9:55,WL,UYW,Removed,F,3,4.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
9/22/22,10:40,WL,UYW,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
7/26/21,11:21,WL,YBBB,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/2/21,10:45,WL,YBBB,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/9/21,9:31,WL,YBBB,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/16/21,15:30,WL,YBBB,Removed,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/23/21,9:40,WL,YBBB,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,light orange blood,FALSE
8/30/21,9:23,WL,YBBB,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,orange blood,FALSE
7/22/21,8:50,WL,YBBG,Removed,F,NA,9,A,3,NA,101-0177,N,NA,NA,NA,NA,NA,FALSE
7/29/21,9:25,WL,YBBG,Removed,F,NA,8,A,3,NA,101-0203,N,NA,NA,NA,NA,NA,FALSE
8/6/21,9:18,WL,YBBG,Removed,F,NA,7,A,3,NA,10:06,N,NA,NA,NA,NA,NA,FALSE
8/12/21,9:32,WL,YBBG,Removed,F,NA,6.5,A,3,NA,101-0023,N,NA,NA,NA,NA,Vibrant orange blood,FALSE
8/19/21,8:12,WL,YBBG,Removed,F,NA,5.5,A,3,NA,101-0073,N,NA,NA,NA,NA,,FALSE
8/26/21,9:35,WL,YBBG,Removed,F,NA,5,A,3,NA,101-0092,N,NA,NA,NA,NA,,FALSE
9/2/21,10:15,WL,YBBG,Removed,F,NA,4,A,3,NA,101-0014,N,NA,NA,NA,NA,new brood,FALSE
7/26/21,11:21,WL,YBKY,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/2/21,10:45,WL,YBKY,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/9/21,9:31,WL,YBKY,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/16/21,15:30,WL,YBKY,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/23/21,9:40,WL,YBKY,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/30/21,9:23,WL,YBKY,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
7/22/21,8:50,WL,YBW,Removed,F,NA,7,A,3,NA,101-0176,N,NA,NA,NA,NA,NA,FALSE
7/29/21,9:25,WL,YBW,Removed,F,NA,5.5,A,3,NA,101-0202,N,NA,NA,NA,NA,NA,FALSE
8/6/21,9:18,WL,YBW,Removed,F,NA,4.5,A,3,NA,10:04,N,NA,NA,NA,NA,NA,FALSE
8/12/21,9:32,WL,YBW,Removed,F,NA,5,A,3,NA,101-0022,N,NA,NA,NA,NA,NA,FALSE
8/19/21,8:12,WL,YBW,Removed,F,NA,4.5,A,3,NA,101-0072,N,NA,NA,NA,NA,,FALSE
8/26/21,9:35,WL,YBW,Removed,F,NA,4,A,3,NA,101-0091,N,NA,NA,NA,NA,,FALSE
9/2/21,10:15,WL,YBW,Removed,F,NA,4,A,3,NA,101-0013,N,NA,NA,NA,NA,,FALSE
7/29/21,9:25,WL,YBWG,Removed,F,NA,7,A,3,NA,101-0200,N,NA,NA,NA,NA,NA,FALSE
8/6/21,9:18,WL,YBWG,Removed,F,NA,4,A,3,NA,10:01,N,NA,NA,NA,NA,NA,FALSE
8/12/21,9:32,WL,YBWG,Removed,F,NA,8,A,3,NA,101-0020,N,NA,NA,NA,NA,NA,FALSE
8/19/21,8:12,WL,YBWG,Removed,F,NA,8.5,A,3,NA,101-0071,N,NA,NA,NA,NA,found in P-BGG's cell, moved to cell E3,FALSE
8/26/21,9:35,WL,YBWG,Removed,F,NA,8.5,A,3,NA,101-0090,N,NA,NA,NA,NA,,FALSE
9/2/21,10:15,WL,YBWG,Removed,F,NA,8,A,3,NA,101-0012,N,NA,NA,NA,NA,,FALSE
7/26/21,11:21,WL,YBWY,Removed,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/2/21,10:45,WL,YBWY,Removed,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/9/21,9:31,WL,YBWY,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/16/21,15:30,WL,YBWY,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/23/21,9:40,WL,YBWY,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/30/21,9:23,WL,YBWY,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
7/26/21,11:21,WL,YBY,Molted,F,NA,7,M,2,NA,NA,N,NA,NA,NA,NA,NA,TRUE
7/26/21,11:21,WL,YBYB,Molted,F,NA,10,A,3,NA,NA,N,NA,NA,NA,NA,NA,TRUE
8/2/21,10:45,WL,YBYB,Molted,F,NA,9.5,A,3,NA,NA,N,NA,NA,NA,NA,NA,TRUE
8/9/21,9:31,WL,YBYB,Molted,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,NA,TRUE
7/26/21,11:21,WL,YBYK,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/2/21,10:45,WL,YBYK,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/9/21,9:31,WL,YBYK,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA,FALSE
8/16/21,15:30,WL,YBYK,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/23/21,9:40,WL,YBYK,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
8/30/21,9:23,WL,YBYK,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,,FALSE
7/22/21,8:50,WL,YYG,Molted,F,NA,13.5,A,3,NA,101-0158,N,NA,NA,NA,NA,NA,TRUE
